"x"
-22,5462089762898
-26,0220956096251
-32,1620818274308
-26,1179179786749
-28,1210213028451
-26,8835034441137
-29,5623332902799
-31,8715843021352
-24,5168155208859
-29,4317310657116
-30,6139127988148
-29,9946909878309
-30,2153856057546
-30,5904181792789
-31,41551147793
-32,9510634326846
-27,4130748923767
-35,4918800127248
-29,3994515648806
-31,4402432079464
-27,3841088963421
-27,3648428553788
-28,4267306746721
-31,2092227061886
-31,5201241681157
-28,6224622524884
-25,9784132095715
-33,4258588693761
-25,3695382817366
-27,4548415896373
-31,7014920449348
-27,3101668471939
-33,2020569519649
-25,5374760478696
-23,8576360360846
-28,7263953316935
-35,7871473878839
-25,0590421773829
-27,2905177347725
-27,2956614975349
-29,2875083101622
-34,7241918361044
-23,0478550579014
-27,4795031679995
-31,8688095720816
-27,5356799654308
-30,1893166100273
-27,3600659443104
-29,7289799481663
-31,6022463700534
-28,5495219976059
-26,9797207240923
-28,317954238418
-31,7545791732566
-26,8147155695431
-32,6308579103754
-30,8037744819305
-29,895954187421
-30,3261955048604
-30,0859767132946
-25,5256091465111
-33,5187104581995
-30,7881025902983
-27,2682061530372
-27,6159909952557
-23,2992158142188
-30,8041047766771
-27,9278747473695
-30,4020030443561
-25,5722958590019
-25,44263509245
-30,140460717751
-32,0297434033238
-27,3227104061202
-27,200008051401
-26,5120324590898
-30,5408070357814
-33,3873270715464
-29,4852168568703
-34,7767511128243
-31,4067791530425
-28,5755282618117
-33,7875206930465
-28,2069714860016
-27,6871290025126
-31,5749561634331
-31,626302353573
-29,0670896526522
-31,2090491254909
-37,3668042197257
-32,250893000671
-37,270172122771
-23,9973689941246
-29,9251300856295
-28,4034861893518
-27,9797592830698
-30,2929274197052
-28,6539220187239
-32,7795964744908
-25,579605588048
-24,7259372364611
-27,0334591105261
-24,3118814038827
-30,5630493767717
-31,6509671967099
-24,515997787708
-29,8954804188186
-27,1528611456441
-21,4959310796109
-26,530685308023
-27,576272087347
-30,6071306258821
-30,6324096354203
-28,8083708414487
-34,0392533720296
-26,7692930063172
-25,8908837661093
-32,9693762980377
-33,7963849674802
-22,7466075924014
-25,031530331802
-32,0978906666271
-27,0460164201211
-30,3027105432097
-29,6264313106928
-28,9751228872599
-21,4953538028038
-30,5156328451806
-29,2976016882922
-30,2565652544944
-26,1818320000137
-34,1025072831704
-32,1408701071608
-28,8138596938947
-25,6673633513545
-27,3196442186525
-30,5339580430114
-28,6266916819087
-25,0543679810215
-28,457427143433
-28,1982217270228
-29,208889967169
-28,0720795298242
-31,0567112900192
-27,5472116591823
-31,796915805283
-31,8087081878933
-25,3523314309065
-29,8088863296497
-32,7125612957651
-28,7317591276942
-30,7383048914723
-27,3992791648013
-30,2310756944825
-31,1944191142385
-24,396501203204
-30,5956075920959
-22,9159602580691
-27,8177415948543
-30,8644645498484
-29,3547313464702
-25,9933309900263
-34,343218542604
-25,9203919719622
-30,3021072180441
-26,6046283033279
-27,4794128452605
-29,0611626246861
-21,5723451195511
-33,4189344212913
-33,8989047309397
-30,5237733564357
-30,059461198174
-28,166677970162
-27,9528505224343
-28,4062118177087
-35,6117965948439
-28,1908572061526
-28,6661854256942
-29,0102285438438
-29,6904479183778
-28,7566766517351
-29,560438629398
-31,1943463773091
-29,4824854346102
-27,3632499682026
-29,406833650967
-24,5213445918972
-28,9555825583135
-29,0303554382305
-26,7212811483826
-27,5776292742461
-26,8121844378345
-22,3208333985468
-31,4650789522313
-27,6770707595647
-32,4240899406373
-24,0338148922577
-28,5455002782122
-34,0974926901806
-27,7811406053668
-31,0502608486655
-23,0127618704282
-29,7115731189092
-25,0327455053742
-27,8555807779365
-26,6384652383793
-32,0838935077225
-24,1753914275909
-30,2036337751908
-35,8087266805885
-31,2346796132396
-25,7444239559032
-25,2654543595093
-30,209464636108
-26,4166787291606
-28,2334457021189
-27,4051000835882
-27,922644645118
-29,147814930681
-27,5644577001387
-25,5854262561341
-26,9744365036307
-31,4664566548239
-29,9411774523886
-24,6804676554852
-23,3499799410459
-33,2568963868352
-25,3576099496516
-28,068275174328
-26,0857605288525
-26,2813289086528
-33,7978222154498
-28,3572415786492
-26,720138251692
-30,3646387724753
-26,0875175027337
-23,9155353862347
-30,3281497261955
-25,9678375611114
-31,8511247586031
-34,3560489000777
-29,1530340856164
-26,0342824204022
-30,8279159595911
-27,3951165491488
-27,29170581436
-33,9297914444042
-31,5561237297355
-31,6819122163229
-30,0155602109054
-31,4106149214704
-27,8603180437369
-32,3699162320025
-32,4589341926953
-28,0979245549248
-28,351164869396
-30,5914450504869
-30,4606576595486
-29,9560426192812
-29,5419372600353
-31,1519198353403
-25,9191227277473
-29,9595718705467
-28,8422778289403
-29,8188270548032
-26,4508241508627
-28,5657474744041
-26,8491672049532
-32,5776358352003
-33,3315312629227
-31,209045098958
-23,5984640472695
-29,467746029132
-26,5228463722921
-30,0609482579947
-27,0138977009329
-30,0110072481191
-29,6273719649517
-24,143897074451
-27,1880084226575
-30,2108004299615
-25,2025463194302
-24,341211391849
-30,5164386536683
-31,4705130970848
-29,5952569130768
-32,6240619292564
-26,1255043912385
-28,0638630885977
-33,3472642040025
-26,2320390863185
-23,7186949482457
-32,6998370751373
-28,2805259462968
-30,5434926104483
-29,8661136838192
-30,0636004136071
-28,7047262604314
-24,2087046993236
-29,3452941026305
-27,1608106365491
-22,8989696836947
-31,7067870798095
-28,7524834651826
-25,0263931560864
-30,7491938851003
-27,4684376442536
-26,1238493700305
-32,8016885424163
-34,0430691935828
-26,5682525029791
-28,3750779862815
-25,8764760661573
-31,923222267085
-32,6164131838161
-32,9374881535363
-31,3465706374906
-33,2863059425172
-23,6631637147835
